time_point,cluster,comparison_type,ctrl_cells,mut_cells,total_cells,analysis_status,reason,total_genes_analyzed,significant_genes,upregulated_genes,downregulated_genes,pct_significant,analysis_date,min_cells_threshold,meets_threshold,ctrl_mut_ratio
p7,ALL,timepoint_overview,9333,5073,14406,valid,Both ctrl and mut samples available,,,,,,2025-09-15 11:23:07,20,True,1.839739798935541
p30,ALL,timepoint_overview,7910,4078,11988,valid,Both ctrl and mut samples available,,,,,,2025-09-15 11:23:07,20,True,1.9396763119176066
p0,ALL,timepoint_overview,4445,7511,11956,valid,Both ctrl and mut samples available,,,,,,2025-09-15 11:23:07,20,True,0.5917986952469712
e16,ALL,timepoint_overview,3745,3019,6764,valid,Both ctrl and mut samples available,,,,,,2025-09-15 11:23:07,20,True,1.240476979132163
p7,0,cluster_specific,1117,895,2012,analyzed,Sufficient cells (≥20 in both conditions),960.0,3.0,0.0,3.0,0.3125,2025-09-15 11:23:07,20,True,1.2480446927374302
p7,1,cluster_specific,1240,720,1960,analyzed,Sufficient cells (≥20 in both conditions),960.0,8.0,1.0,7.0,0.8333333333333334,2025-09-15 11:23:07,20,True,1.7222222222222223
p7,10,cluster_specific,595,217,812,analyzed,Sufficient cells (≥20 in both conditions),960.0,3.0,0.0,3.0,0.3125,2025-09-15 11:23:07,20,True,2.7419354838709675
p7,11,cluster_specific,574,340,914,analyzed,Sufficient cells (≥20 in both conditions),960.0,8.0,0.0,8.0,0.8333333333333334,2025-09-15 11:23:07,20,True,1.688235294117647
p7,12,cluster_specific,23,14,37,skipped,"Insufficient cells (ctrl: 23, mut: 14)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,1.6428571428571428
p7,13,cluster_specific,197,100,297,analyzed,Sufficient cells (≥20 in both conditions),960.0,4.0,0.0,4.0,0.4166666666666667,2025-09-15 11:23:07,20,True,1.97
p7,14,cluster_specific,2,1,3,skipped,"Insufficient cells (ctrl: 2, mut: 1)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,2.0
p7,15,cluster_specific,5,7,12,skipped,"Insufficient cells (ctrl: 5, mut: 7)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.7142857142857143
p7,16,cluster_specific,189,110,299,analyzed,Sufficient cells (≥20 in both conditions),960.0,2.0,0.0,2.0,0.20833333333333334,2025-09-15 11:23:07,20,True,1.7181818181818183
p7,17,cluster_specific,175,133,308,analyzed,Sufficient cells (≥20 in both conditions),960.0,1.0,0.0,1.0,0.10416666666666667,2025-09-15 11:23:07,20,True,1.3157894736842106
p7,18,cluster_specific,168,3,171,skipped,"Insufficient cells (ctrl: 168, mut: 3)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,56.0
p7,19,cluster_specific,214,93,307,analyzed,Sufficient cells (≥20 in both conditions),960.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,True,2.3010752688172045
p7,2,cluster_specific,1365,686,2051,analyzed,Sufficient cells (≥20 in both conditions),960.0,21.0,0.0,21.0,2.1875,2025-09-15 11:23:07,20,True,1.989795918367347
p7,20,cluster_specific,241,55,296,analyzed,Sufficient cells (≥20 in both conditions),960.0,3.0,0.0,3.0,0.3125,2025-09-15 11:23:07,20,True,4.381818181818182
p7,21,cluster_specific,104,68,172,analyzed,Sufficient cells (≥20 in both conditions),960.0,1.0,0.0,1.0,0.10416666666666667,2025-09-15 11:23:07,20,True,1.5294117647058822
p7,22,cluster_specific,169,108,277,analyzed,Sufficient cells (≥20 in both conditions),960.0,2.0,0.0,2.0,0.20833333333333334,2025-09-15 11:23:07,20,True,1.5648148148148149
p7,23,cluster_specific,80,23,103,skipped,"Insufficient cells (ctrl: 80, mut: 23)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,True,3.4782608695652173
p7,3,cluster_specific,755,435,1190,analyzed,Sufficient cells (≥20 in both conditions),960.0,3.0,0.0,3.0,0.3125,2025-09-15 11:23:07,20,True,1.735632183908046
p7,4,cluster_specific,7,5,12,skipped,"Insufficient cells (ctrl: 7, mut: 5)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,1.4
p7,5,cluster_specific,493,308,801,analyzed,Sufficient cells (≥20 in both conditions),960.0,9.0,0.0,9.0,0.9375,2025-09-15 11:23:07,20,True,1.6006493506493507
p7,6,cluster_specific,639,243,882,analyzed,Sufficient cells (≥20 in both conditions),960.0,7.0,0.0,7.0,0.7291666666666666,2025-09-15 11:23:07,20,True,2.6296296296296298
p7,7,cluster_specific,131,76,207,analyzed,Sufficient cells (≥20 in both conditions),960.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,True,1.7236842105263157
p7,8,cluster_specific,141,60,201,analyzed,Sufficient cells (≥20 in both conditions),960.0,1.0,0.0,1.0,0.10416666666666667,2025-09-15 11:23:07,20,True,2.35
p7,9,cluster_specific,709,373,1082,analyzed,Sufficient cells (≥20 in both conditions),960.0,9.0,2.0,7.0,0.9375,2025-09-15 11:23:07,20,True,1.9008042895442359
p30,0,cluster_specific,858,63,921,analyzed,Sufficient cells (≥20 in both conditions),960.0,7.0,7.0,0.0,0.7291666666666666,2025-09-15 11:23:07,20,True,13.619047619047619
p30,1,cluster_specific,1042,398,1440,analyzed,Sufficient cells (≥20 in both conditions),960.0,127.0,126.0,1.0,13.229166666666666,2025-09-15 11:23:07,20,True,2.6180904522613067
p30,10,cluster_specific,269,273,542,analyzed,Sufficient cells (≥20 in both conditions),960.0,220.0,218.0,2.0,22.916666666666664,2025-09-15 11:23:07,20,True,0.9853479853479854
p30,11,cluster_specific,127,65,192,analyzed,Sufficient cells (≥20 in both conditions),960.0,88.0,87.0,1.0,9.166666666666666,2025-09-15 11:23:07,20,True,1.9538461538461538
p30,12,cluster_specific,996,421,1417,analyzed,Sufficient cells (≥20 in both conditions),960.0,209.0,209.0,0.0,21.770833333333332,2025-09-15 11:23:07,20,True,2.365795724465558
p30,13,cluster_specific,257,794,1051,analyzed,Sufficient cells (≥20 in both conditions),960.0,261.0,258.0,3.0,27.187499999999996,2025-09-15 11:23:07,20,True,0.3236775818639798
p30,14,cluster_specific,0,4,4,skipped,"Insufficient cells (ctrl: 0, mut: 4)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,0.0
p30,15,cluster_specific,6,1,7,skipped,"Insufficient cells (ctrl: 6, mut: 1)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,6.0
p30,16,cluster_specific,244,152,396,analyzed,Sufficient cells (≥20 in both conditions),960.0,205.0,203.0,2.0,21.354166666666664,2025-09-15 11:23:07,20,True,1.605263157894737
p30,17,cluster_specific,82,25,107,skipped,"Insufficient cells (ctrl: 82, mut: 25)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,True,3.28
p30,18,cluster_specific,41,9,50,skipped,"Insufficient cells (ctrl: 41, mut: 9)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,4.555555555555555
p30,19,cluster_specific,73,8,81,skipped,"Insufficient cells (ctrl: 73, mut: 8)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,9.125
p30,2,cluster_specific,1045,98,1143,analyzed,Sufficient cells (≥20 in both conditions),960.0,42.0,28.0,14.0,4.375,2025-09-15 11:23:07,20,True,10.66326530612245
p30,20,cluster_specific,160,180,340,analyzed,Sufficient cells (≥20 in both conditions),960.0,123.0,123.0,0.0,12.812499999999998,2025-09-15 11:23:07,20,True,0.8888888888888888
p30,21,cluster_specific,42,15,57,skipped,"Insufficient cells (ctrl: 42, mut: 15)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,False,2.8
p30,22,cluster_specific,68,30,98,skipped,"Insufficient cells (ctrl: 68, mut: 30)",0.0,0.0,0.0,0.0,0.0,2025-09-15 11:23:07,20,True,2.2666666666666666
